Date,Open,High,Low,Close,Volume
24/02/2020,1.72,1.73,1.58,1.6,826146
25/02/2020,1.54,1.595,1.48,1.55,1105929
26/02/2020,1.48,1.51,1.43,1.475,2301814
27/02/2020,1.48,1.505,1.385,1.4,2323114
28/02/2020,1.3,1.345,1.25,1.3,2316326
02/03/2020,1.255,1.31,1.21,1.26,1532560
03/03/2020,1.33,1.38,1.275,1.28,1620007
04/03/2020,1.27,1.27,1.225,1.235,890315
05/03/2020,1.35,1.37,1.235,1.265,1289072
06/03/2020,1.26,1.26,1.2,1.225,869495
09/03/2020,1.19,1.215,1.1,1.18,1060453
10/03/2020,1.08,1.235,1.055,1.155,2811881
11/03/2020,1.195,1.195,1.095,1.12,962745
12/03/2020,1.1,1.125,1.01,1.06,1316395
13/03/2020,0.99,1.05,0.915,1.025,2302627
16/03/2020,0.945,0.975,0.895,0.92,1876311
17/03/2020,0.87,0.92,0.845,0.885,1503897
18/03/2020,0.91,0.915,0.795,0.83,1409093
19/03/2020,0.79,0.92,0.78,0.81,1594459
20/03/2020,0.975,1,0.915,0.99,4723600
23/03/2020,0.895,0.9,0.81,0.845,1557092
24/03/2020,0.87,0.95,0.85,0.95,1083285
25/03/2020,0.99,1.065,0.97,1.015,1709764
26/03/2020,1.025,1.095,1.025,1.08,1881624
27/03/2020,1.12,1.19,0.905,1.02,1917999
30/03/2020,1.02,1.105,1.005,1.105,947149
31/03/2020,1.135,1.24,1.135,1.17,1421244
01/04/2020,1.185,1.19,1.155,1.155,848135
02/04/2020,1.1,1.175,1.055,1.1,1349387
03/04/2020,1.12,1.135,1.09,1.125,528027
06/04/2020,1.13,1.225,1.13,1.225,553043
07/04/2020,1.28,1.28,1.19,1.22,380664
08/04/2020,1.22,1.22,1.16,1.2,1844903
09/04/2020,1.2,1.255,1.185,1.23,5085211
14/04/2020,1.24,1.345,1.235,1.29,827827
15/04/2020,1.33,1.36,1.25,1.28,1427793
16/04/2020,1.27,1.282,1.21,1.225,547582
17/04/2020,1.25,1.3,1.25,1.28,1138835
20/04/2020,1.28,1.28,1.215,1.215,635792
21/04/2020,1.215,1.225,1.15,1.185,754179
22/04/2020,1.18,1.2,1.155,1.17,468470
23/04/2020,1.33,1.38,1.295,1.34,3404845
24/04/2020,1.32,1.39,1.315,1.37,1030935
27/04/2020,1.4,1.41,1.35,1.375,852241
28/04/2020,1.385,1.55,1.355,1.515,1379676
29/04/2020,1.52,1.52,1.45,1.48,550190
30/04/2020,1.53,1.56,1.49,1.535,887155
01/05/2020,1.525,1.525,1.41,1.425,347787
04/05/2020,1.42,1.485,1.385,1.465,313051
05/05/2020,1.45,1.515,1.43,1.47,1526965
06/05/2020,1.475,1.49,1.42,1.45,491127
07/05/2020,1.47,1.5,1.4,1.445,358756
08/05/2020,1.45,1.49,1.445,1.485,533752
11/05/2020,1.5,1.595,1.445,1.485,1222609
12/05/2020,1.5,1.5,1.4,1.485,451845
13/05/2020,1.455,1.525,1.42,1.495,658396
14/05/2020,1.475,1.485,1.43,1.43,377882
15/05/2020,1.43,1.48,1.42,1.48,397020
18/05/2020,1.49,1.57,1.43,1.55,1307729
19/05/2020,1.55,1.55,1.48,1.55,864158
20/05/2020,1.54,1.62,1.525,1.58,1123963
21/05/2020,1.595,1.595,1.507,1.54,705179
22/05/2020,1.54,1.555,1.51,1.525,431498
25/05/2020,1.54,1.595,1.535,1.57,511015
26/05/2020,1.59,1.635,1.56,1.6,1110292
27/05/2020,1.585,1.605,1.56,1.58,350067
28/05/2020,1.595,1.6,1.505,1.52,671940
29/05/2020,1.52,1.59,1.495,1.59,476582
01/06/2020,1.56,1.59,1.555,1.59,220747
02/06/2020,1.595,1.68,1.595,1.665,1196567
03/06/2020,1.67,1.7,1.64,1.69,1794840
04/06/2020,1.7,1.76,1.69,1.705,799758
05/06/2020,1.75,1.75,1.68,1.72,1703908
09/06/2020,1.71,1.74,1.67,1.68,1089760
10/06/2020,1.67,1.715,1.67,1.695,707513
11/06/2020,1.69,1.705,1.6,1.625,1024932
12/06/2020,1.52,1.59,1.49,1.54,2011921
